id,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
604,Palmeiras,Ponte Preta,3,0,H,2004
605,Internacional,Fluminense,0,0,D,2004
606,Atletico-MG,Corinthians,2,2,D,2004
607,Botafogo-RJ,Paysandu,2,2,D,2004
608,Goias,Figueirense,1,0,H,2004
609,Vitoria,Flamengo,5,1,H,2004
610,Coritiba,Sao Paulo,1,2,A,2004
611,Paysandu,Vasco,1,2,A,2004
612,Athletico-PR,Santos,1,0,H,2004
613,Cruzeiro,Palmeiras,2,1,H,2004
614,Flamengo,Internacional,1,2,A,2004
615,Figueirense,Sao Caetano,1,0,H,2004
616,Criciuma,Goias,7,2,H,2004
617,Juventude,Atletico-MG,1,1,D,2004
618,Ponte Preta,Coritiba,0,0,D,2004
619,Gremio,Botafogo-RJ,2,2,D,2004
620,Sao Paulo,Parana,2,2,D,2004
621,Fluminense,Vitoria,1,0,H,2004
622,Corinthians,Guarani,1,0,H,2004
623,Botafogo-RJ,Figueirense,1,1,D,2004
624,Paysandu,Gremio,1,3,A,2004
625,Internacional,Goias,1,0,H,2004
626,Coritiba,Atletico-MG,0,1,A,2004
627,Santos,Palmeiras,0,4,A,2004
628,Flamengo,Fluminense,1,2,A,2004
629,Sao Caetano,Vasco,3,2,H,2004
630,Parana,Ponte Preta,0,1,A,2004
631,Criciuma,Vitoria,2,0,H,2004
632,Juventude,Guarani,2,0,H,2004
633,Corinthians,Athletico-PR,0,5,A,2004
634,Cruzeiro,Sao Paulo,2,1,H,2004
635,Fluminense,Criciuma,1,1,D,2004
636,Ponte Preta,Juventude,0,1,A,2004
637,Figueirense,Paysandu,1,1,D,2004
638,Palmeiras,Coritiba,2,0,H,2004
639,Vitoria,Internacional,2,1,H,2004
640,Atletico-MG,Santos,3,3,D,2004
641,Vasco,Botafogo-RJ,4,0,H,2004
642,Sao Paulo,Corinthians,1,1,D,2004
643,Guarani,Parana,1,0,H,2004
644,Goias,Flamengo,2,2,D,2004
645,Athletico-PR,Cruzeiro,3,1,H,2004
646,Gremio,Sao Caetano,1,2,A,2004
647,Fluminense,Guarani,1,1,D,2004
648,Parana,Botafogo-RJ,1,1,D,2004
649,Internacional,Atletico-MG,4,1,H,2004
650,Sao Paulo,Gremio,3,2,H,2004
651,Goias,Corinthians,1,1,D,2004
652,Palmeiras,Vasco,2,2,D,2004
653,Cruzeiro,Paysandu,1,0,H,2004
654,Coritiba,Sao Caetano,1,0,H,2004
655,Criciuma,Juventude,2,0,H,2004
656,Ponte Preta,Figueirense,0,2,A,2004
657,Flamengo,Athletico-PR,3,0,H,2004
658,Vitoria,Santos,1,2,A,2004
659,Gremio,Coritiba,1,1,D,2004
660,Athletico-PR,Vitoria,1,3,A,2004
661,Vasco,Parana,0,0,D,2004
662,Figueirense,Cruzeiro,0,0,D,2004
663,Sao Caetano,Palmeiras,1,1,D,2004
664,Corinthians,Flamengo,1,1,D,2004
665,Botafogo-RJ,Ponte Preta,0,1,A,2004
666,Paysandu,Sao Paulo,1,0,H,2004
667,Guarani,Criciuma,2,1,H,2004
668,Juventude,Goias,1,1,D,2004
669,Santos,Internacional,3,0,H,2004
670,Atletico-MG,Fluminense,2,1,H,2004
671,Sao Caetano,Juventude,1,0,H,2004
672,Criciuma,Gremio,1,2,A,2004
673,Coritiba,Parana,1,1,D,2004
674,Flamengo,Figueirense,0,3,A,2004
675,Santos,Guarani,2,1,H,2004
676,Internacional,Vasco,1,3,A,2004
677,Juventude,Corinthians,1,0,H,2004
678,Botafogo-RJ,Fluminense,3,3,D,2004
679,Palmeiras,Sao Paulo,2,1,H,2004
680,Paysandu,Vitoria,4,2,H,2004
681,Goias,Sao Caetano,3,2,H,2004
682,Ponte Preta,Cruzeiro,1,0,H,2004
683,Atletico-MG,Athletico-PR,0,1,A,2004
684,Internacional,Criciuma,3,0,H,2004
685,Sao Paulo,Ponte Preta,2,0,H,2004
686,Athletico-PR,Juventude,4,1,H,2004
687,Figueirense,Vasco,2,2,D,2004
688,Vitoria,Goias,0,0,D,2004
689,Guarani,Atletico-MG,1,1,D,2004
690,Fluminense,Gremio,2,0,H,2004
691,Parana,Palmeiras,1,2,A,2004
692,Sao Caetano,Botafogo-RJ,1,2,A,2004
693,Corinthians,Santos,2,3,A,2004
694,Flamengo,Paysandu,4,1,H,2004
695,Cruzeiro,Coritiba,0,3,A,2004
696,Sao Paulo,Atletico-MG,1,0,H,2004
697,Goias,Fluminense,4,0,H,2004
698,Gremio,Figueirense,2,2,D,2004
699,Vasco,Vitoria,3,1,H,2004
700,Botafogo-RJ,Internacional,5,1,H,2004
701,Parana,Athletico-PR,1,0,H,2004
702,Cruzeiro,Guarani,2,0,H,2004
703,Palmeiras,Juventude,4,1,H,2004
704,Paysandu,Sao Caetano,0,0,D,2004
705,Criciuma,Flamengo,1,1,D,2004
706,Ponte Preta,Santos,0,4,A,2004
707,Coritiba,Corinthians,1,2,A,2004
708,Ponte Preta,Guarani,3,1,H,2004
709,Internacional,Gremio,2,0,H,2004
710,Santos,Sao Paulo,2,1,H,2004
711,Vitoria,Botafogo-RJ,1,0,H,2004
712,Flamengo,Vasco,0,1,A,2004
713,Juventude,Coritiba,1,0,H,2004
714,Goias,Paysandu,3,2,H,2004
715,Corinthians,Parana,1,0,H,2004
716,Athletico-PR,Palmeiras,0,0,D,2004
717,Figueirense,Criciuma,2,0,H,2004
718,Fluminense,Sao Caetano,1,0,H,2004
719,Atletico-MG,Cruzeiro,2,0,H,2004
720,Atletico-MG,Vitoria,1,1,D,2004
721,Corinthians,Criciuma,1,0,H,2004
722,Juventude,Fluminense,2,1,H,2004
723,Gremio,Cruzeiro,2,3,A,2004
724,Guarani,Internacional,2,1,H,2004
725,Figueirense,Parana,0,0,D,2004
726,Paysandu,Ponte Preta,3,0,H,2004
727,Athletico-PR,Goias,6,0,H,2004
728,Vasco,Coritiba,2,3,A,2004
729,Sao Caetano,Sao Paulo,0,0,D,2004
730,Botafogo-RJ,Palmeiras,1,1,D,2004
731,Santos,Flamengo,2,0,H,2004
732,Cruzeiro,Botafogo-RJ,3,2,H,2004
733,Internacional,Athletico-PR,6,0,H,2004
734,Palmeiras,Gremio,2,0,H,2004
735,Vitoria,Corinthians,1,1,D,2004
736,Parana,Sao Caetano,0,1,A,2004
737,Goias,Guarani,2,0,H,2004
738,Flamengo,Juventude,0,1,A,2004
739,Fluminense,Santos,1,0,H,2004
740,Criciuma,Atletico-MG,4,2,H,2004
741,Coritiba,Paysandu,1,1,D,2004
742,Ponte Preta,Vasco,3,2,H,2004
743,Sao Paulo,Figueirense,2,1,H,2004
744,Gremio,Parana,4,0,H,2004
745,Corinthians,Internacional,0,0,D,2004
746,Juventude,Vitoria,3,2,H,2004
747,Atletico-MG,Goias,0,2,A,2004
748,Guarani,Flamengo,0,1,A,2004
749,Figueirense,Coritiba,1,1,D,2004
750,Paysandu,Palmeiras,1,0,H,2004
751,Sao Caetano,Ponte Preta,0,1,A,2004
752,Vasco,Cruzeiro,3,2,H,2004
753,Botafogo-RJ,Sao Paulo,1,0,H,2004
754,Athletico-PR,Fluminense,4,1,H,2004
755,Santos,Criciuma,5,2,H,2004
756,Fluminense,Corinthians,2,0,H,2004
757,Internacional,Juventude,1,2,A,2004
758,Sao Paulo,Vasco,1,0,H,2004
759,Coritiba,Botafogo-RJ,1,0,H,2004
760,Criciuma,Athletico-PR,4,1,H,2004
761,Vitoria,Guarani,3,2,H,2004
762,Flamengo,Atletico-MG,0,0,D,2004
763,Cruzeiro,Sao Caetano,0,1,A,2004
764,Goias,Santos,3,3,D,2004
765,Palmeiras,Figueirense,0,0,D,2004
766,Ponte Preta,Gremio,1,0,H,2004
767,Parana,Paysandu,2,0,H,2004
768,Botafogo-RJ,Flamengo,0,0,D,2004
769,Corinthians,Cruzeiro,1,0,H,2004
770,Athletico-PR,Ponte Preta,4,0,H,2004
771,Gremio,Vitoria,4,0,H,2004
772,Paysandu,Criciuma,2,2,D,2004
773,Figueirense,Fluminense,2,1,H,2004
774,Guarani,Palmeiras,1,0,H,2004
775,Juventude,Sao Paulo,1,2,A,2004
776,Vasco,Goias,3,1,H,2004
777,Sao Caetano,Internacional,2,0,H,2004
778,Atletico-MG,Parana,4,1,H,2004
779,Santos,Coritiba,4,2,H,2004
780,Fluminense,Cruzeiro,0,0,D,2004
781,Athletico-PR,Gremio,0,0,D,2004
782,Flamengo,Palmeiras,0,1,A,2004
783,Juventude,Vasco,1,1,D,2004
784,Criciuma,Ponte Preta,3,1,H,2004
785,Corinthians,Sao Caetano,2,0,H,2004
786,Santos,Paysandu,6,0,H,2004
787,Atletico-MG,Figueirense,3,1,H,2004
788,Goias,Parana,3,0,H,2004
789,Vitoria,Coritiba,2,2,D,2004
790,Internacional,Sao Paulo,1,1,D,2004
791,Guarani,Botafogo-RJ,0,2,A,2004
792,Ponte Preta,Fluminense,3,2,H,2004
793,Palmeiras,Goias,0,3,A,2004
794,Figueirense,Guarani,1,1,D,2004
795,Sao Caetano,Athletico-PR,0,3,A,2004
796,Paysandu,Atletico-MG,2,1,H,2004
797,Parana,Criciuma,0,3,A,2004
798,Vasco,Corinthians,1,3,A,2004
799,Coritiba,Flamengo,1,0,H,2004
800,Gremio,Santos,3,1,H,2004
801,Botafogo-RJ,Juventude,0,1,A,2004
802,Cruzeiro,Internacional,2,0,H,2004
803,Sao Paulo,Vitoria,2,1,H,2004
804,Fluminense,Parana,3,1,H,2004
805,Santos,Sao Caetano,0,1,A,2004
806,Goias,Coritiba,1,2,A,2004
807,Atletico-MG,Gremio,3,0,H,2004
808,Flamengo,Sao Paulo,1,0,H,2004
809,Corinthians,Botafogo-RJ,2,2,D,2004
810,Internacional,Ponte Preta,1,2,A,2004
811,Guarani,Paysandu,0,0,D,2004
812,Juventude,Figueirense,0,0,D,2004
813,Vitoria,Cruzeiro,3,2,H,2004
814,Criciuma,Palmeiras,1,2,A,2004
815,Athletico-PR,Vasco,2,0,H,2004
816,Sao Paulo,Goias,4,0,H,2004
817,Parana,Internacional,1,2,A,2004
818,Ponte Preta,Vitoria,1,0,H,2004
819,Gremio,Guarani,1,1,D,2004
820,Paysandu,Juventude,0,1,A,2004
821,Figueirense,Corinthians,0,1,A,2004
822,Cruzeiro,Flamengo,2,0,H,2004
823,Vasco,Santos,2,3,A,2004
824,Botafogo-RJ,Athletico-PR,1,1,D,2004
825,Sao Caetano,Atletico-MG,1,1,D,2004
826,Coritiba,Criciuma,1,0,H,2004
827,Palmeiras,Fluminense,3,2,H,2004
828,Internacional,Figueirense,4,0,H,2004
829,Juventude,Cruzeiro,1,0,H,2004
830,Flamengo,Gremio,3,0,H,2004
831,Corinthians,Ponte Preta,2,0,H,2004
832,Criciuma,Vasco,1,0,H,2004
833,Atletico-MG,Palmeiras,1,2,A,2004
834,Fluminense,Paysandu,1,1,D,2004
835,Goias,Botafogo-RJ,3,1,H,2004
836,Guarani,Coritiba,0,0,D,2004
837,Vitoria,Sao Caetano,1,2,A,2004
838,Santos,Parana,5,1,H,2004
839,Athletico-PR,Sao Paulo,1,0,H,2004
840,Gremio,Juventude,2,4,A,2004
841,Figueirense,Athletico-PR,1,1,D,2004
842,Sao Caetano,Guarani,3,0,H,2004
843,Cruzeiro,Goias,1,3,A,2004
844,Palmeiras,Internacional,3,1,H,2004
845,Parana,Vitoria,4,1,H,2004
846,Botafogo-RJ,Santos,2,0,H,2004
847,Paysandu,Corinthians,2,1,H,2004
848,Ponte Preta,Flamengo,1,0,H,2004
849,Coritiba,Fluminense,2,0,H,2004
850,Vasco,Atletico-MG,3,0,H,2004
851,Sao Paulo,Criciuma,2,0,H,2004
852,Flamengo,Parana,2,1,H,2004
853,Corinthians,Gremio,1,1,D,2004
854,Santos,Figueirense,4,1,H,2004
855,Fluminense,Sao Paulo,1,0,H,2004
856,Guarani,Vasco,1,1,D,2004
857,Criciuma,Cruzeiro,1,2,A,2004
858,Internacional,Coritiba,1,1,D,2004
859,Athletico-PR,Paysandu,2,0,H,2004
860,Goias,Ponte Preta,5,0,H,2004
861,Juventude,Sao Caetano,2,2,D,2004
862,Vitoria,Palmeiras,2,2,D,2004
863,Atletico-MG,Botafogo-RJ,1,1,D,2004
864,Botafogo-RJ,Criciuma,1,1,D,2004
865,Parana,Juventude,1,2,A,2004
866,Sao Paulo,Guarani,3,3,D,2004
867,Gremio,Goias,1,1,D,2004
868,Paysandu,Internacional,2,1,H,2004
869,Sao Caetano,Flamengo,0,1,A,2004
870,Palmeiras,Corinthians,0,1,A,2004
871,Vasco,Fluminense,1,1,D,2004
872,Coritiba,Athletico-PR,1,2,A,2004
873,Figueirense,Vitoria,2,1,H,2004
874,Ponte Preta,Atletico-MG,1,1,D,2004
875,Cruzeiro,Santos,4,4,D,2004
876,Fluminense,Internacional,3,1,H,2004
877,Sao Paulo,Coritiba,2,3,A,2004
878,Cruzeiro,Parana,1,4,A,2004
879,Figueirense,Goias,3,2,H,2004
880,Criciuma,Sao Caetano,0,4,A,2004
881,Corinthians,Atletico-MG,1,0,H,2004
882,Ponte Preta,Palmeiras,0,0,D,2004
883,Juventude,Santos,1,2,A,2004
884,Flamengo,Vitoria,2,0,H,2004
885,Athletico-PR,Guarani,2,0,H,2004
886,Paysandu,Botafogo-RJ,2,0,H,2004
887,Gremio,Vasco,1,2,A,2004
888,Vasco,Paysandu,0,1,A,2004
889,Palmeiras,Cruzeiro,1,3,A,2004
890,Parana,Sao Paulo,0,2,A,2004
891,Atletico-MG,Juventude,1,1,D,2004
892,Goias,Criciuma,2,1,H,2004
893,Sao Caetano,Figueirense,1,0,H,2004
894,Santos,Athletico-PR,1,1,D,2004
895,Internacional,Flamengo,0,0,D,2004
896,Guarani,Corinthians,0,1,A,2004
897,Vitoria,Fluminense,2,3,A,2004
898,Botafogo-RJ,Gremio,2,1,H,2004
899,Coritiba,Ponte Preta,2,0,H,2004
900,Sao Paulo,Cruzeiro,0,0,D,2004
901,Vasco,Sao Caetano,1,2,A,2004
902,Guarani,Juventude,3,1,H,2004
903,Goias,Internacional,1,0,H,2004
904,Fluminense,Flamengo,2,1,H,2004
905,Palmeiras,Santos,1,2,A,2004
906,Figueirense,Botafogo-RJ,3,1,H,2004
907,Athletico-PR,Corinthians,3,1,H,2004
908,Ponte Preta,Parana,0,2,A,2004
909,Vitoria,Criciuma,1,0,H,2004
910,Gremio,Paysandu,1,1,D,2004
911,Atletico-MG,Coritiba,2,1,H,2004
912,Sao Caetano,Gremio,2,0,H,2004
913,Parana,Guarani,0,0,D,2004
914,Santos,Atletico-MG,2,0,H,2004
915,Criciuma,Fluminense,0,2,A,2004
916,Flamengo,Goias,4,0,H,2004
917,Corinthians,Sao Paulo,0,0,D,2004
918,Internacional,Vitoria,2,1,H,2004
919,Botafogo-RJ,Vasco,2,2,D,2004
920,Juventude,Ponte Preta,1,2,A,2004
921,Paysandu,Figueirense,3,1,H,2004
922,Cruzeiro,Athletico-PR,2,4,A,2004
923,Coritiba,Palmeiras,0,0,D,2004
924,Figueirense,Ponte Preta,0,1,A,2004
925,Paysandu,Cruzeiro,3,1,H,2004
926,Atletico-MG,Internacional,1,1,D,2004
927,Sao Caetano,Coritiba,1,0,H,2004
928,Guarani,Fluminense,1,1,D,2004
929,Gremio,Sao Paulo,2,1,H,2004
930,Vasco,Palmeiras,2,5,A,2004
931,Athletico-PR,Flamengo,2,1,H,2004
932,Corinthians,Goias,1,0,H,2004
933,Juventude,Criciuma,1,0,H,2004
934,Botafogo-RJ,Parana,4,3,H,2004
935,Santos,Vitoria,4,1,H,2004
936,Sao Paulo,Paysandu,7,0,H,2004
937,Coritiba,Gremio,2,1,H,2004
938,Fluminense,Atletico-MG,1,1,D,2004
939,Cruzeiro,Figueirense,3,3,D,2004
940,Palmeiras,Sao Caetano,3,1,H,2004
941,Parana,Vasco,2,1,H,2004
942,Criciuma,Guarani,1,1,D,2004
943,Vitoria,Athletico-PR,2,3,A,2004
944,Goias,Juventude,1,2,A,2004
945,Internacional,Santos,2,1,H,2004
946,Ponte Preta,Botafogo-RJ,1,1,D,2004
947,Flamengo,Corinthians,0,0,D,2004
948,Vasco,Internacional,2,0,H,2004
949,Sao Paulo,Palmeiras,2,1,H,2004
950,Fluminense,Botafogo-RJ,1,4,A,2004
951,Athletico-PR,Atletico-MG,5,0,H,2004
952,Sao Caetano,Goias,2,0,H,2004
953,Figueirense,Flamengo,3,2,H,2004
954,Vitoria,Paysandu,4,1,H,2004
955,Cruzeiro,Ponte Preta,5,0,H,2004
956,Guarani,Santos,0,1,A,2004
957,Gremio,Criciuma,2,0,H,2004
958,Parana,Coritiba,1,0,H,2004
959,Corinthians,Juventude,1,2,A,2004
960,Coritiba,Cruzeiro,1,1,D,2004
961,Vasco,Figueirense,1,0,H,2004
962,Criciuma,Internacional,1,0,H,2004
963,Goias,Vitoria,4,0,H,2004
964,Gremio,Fluminense,2,3,A,2004
965,Ponte Preta,Sao Paulo,0,1,A,2004
966,Santos,Corinthians,1,1,D,2004
967,Atletico-MG,Guarani,3,2,H,2004
968,Palmeiras,Parana,1,1,D,2004
969,Paysandu,Flamengo,2,2,D,2004
970,Juventude,Athletico-PR,3,3,D,2004
971,Botafogo-RJ,Sao Caetano,1,1,D,2004
972,Corinthians,Coritiba,0,0,D,2004
973,Figueirense,Gremio,2,0,H,2004
974,Vitoria,Vasco,4,1,H,2004
975,Fluminense,Goias,1,4,A,2004
976,Santos,Ponte Preta,4,0,H,2004
977,Atletico-MG,Sao Paulo,0,5,A,2004
978,Internacional,Botafogo-RJ,3,1,H,2004
979,Sao Caetano,Paysandu,3,0,H,2004
980,Guarani,Cruzeiro,2,0,H,2004
981,Athletico-PR,Parana,1,1,D,2004
982,Flamengo,Criciuma,3,1,H,2004
983,Juventude,Palmeiras,0,2,A,2004
984,Cruzeiro,Atletico-MG,0,3,A,2004
985,Gremio,Internacional,1,3,A,2004
986,Coritiba,Juventude,2,3,A,2004
987,Paysandu,Goias,4,2,H,2004
988,Botafogo-RJ,Vitoria,1,1,D,2004
989,Palmeiras,Athletico-PR,3,1,H,2004
990,Sao Paulo,Santos,1,0,H,2004
991,Vasco,Flamengo,1,0,H,2004
992,Sao Caetano,Fluminense,2,0,H,2004
993,Criciuma,Figueirense,2,1,H,2004
994,Parana,Corinthians,1,2,A,2004
995,Guarani,Ponte Preta,0,0,D,2004
996,Palmeiras,Botafogo-RJ,2,1,H,2004
997,Goias,Athletico-PR,2,0,H,2004
998,Cruzeiro,Gremio,2,0,H,2004
999,Vitoria,Atletico-MG,2,1,H,2004
1000,Internacional,Guarani,1,3,A,2004
1001,Parana,Figueirense,2,1,H,2004
1002,Fluminense,Juventude,7,1,H,2004
1003,Ponte Preta,Paysandu,3,0,H,2004
1004,Coritiba,Vasco,0,1,A,2004
1005,Flamengo,Santos,1,1,D,2004
1006,Criciuma,Corinthians,1,1,D,2004
1007,Santos,Fluminense,5,0,H,2004
1008,Guarani,Goias,1,1,D,2004
1009,Paysandu,Coritiba,0,0,D,2004
1010,Botafogo-RJ,Cruzeiro,2,1,H,2004
1011,Juventude,Flamengo,1,0,H,2004
1012,Gremio,Palmeiras,2,3,A,2004
1013,Corinthians,Vitoria,1,0,H,2004
1014,Figueirense,Sao Paulo,1,0,H,2004
1015,Athletico-PR,Internacional,2,1,H,2004
1016,Atletico-MG,Criciuma,2,2,D,2004
1017,Vasco,Ponte Preta,2,2,D,2004
1018,Sao Paulo,Sao Caetano,4,2,H,2004
1019,Palmeiras,Paysandu,1,0,H,2004
1020,Goias,Atletico-MG,1,0,H,2004
1021,Flamengo,Guarani,1,0,H,2004
1022,Parana,Gremio,1,0,H,2004
1023,Criciuma,Santos,1,1,D,2004
1024,Internacional,Corinthians,3,0,H,2004
1025,Fluminense,Athletico-PR,1,2,A,2004
1026,Cruzeiro,Vasco,3,2,H,2004
1027,Coritiba,Figueirense,2,0,H,2004
1028,Vitoria,Juventude,1,1,D,2004
1029,Sao Paulo,Botafogo-RJ,5,2,H,2004
1030,Ponte Preta,Sao Caetano,0,3,A,2004
1031,Sao Caetano,Parana,2,1,H,2004
1032,Botafogo-RJ,Coritiba,4,1,H,2004
1033,Sao Caetano,Cruzeiro,4,1,H,2004
1034,Gremio,Ponte Preta,6,1,H,2004
1035,Corinthians,Fluminense,1,1,D,2004
1036,Vasco,Sao Paulo,0,0,D,2004
1037,Santos,Goias,2,1,H,2004
1038,Atletico-MG,Flamengo,6,1,H,2004
1039,Athletico-PR,Criciuma,6,1,H,2004
1040,Guarani,Vitoria,0,0,D,2004
1041,Paysandu,Parana,1,1,D,2004
1042,Figueirense,Palmeiras,0,1,A,2004
1043,Juventude,Internacional,2,3,A,2004
1044,Fluminense,Figueirense,0,2,A,2004
1045,Parana,Atletico-MG,1,0,H,2004
1046,Palmeiras,Guarani,0,2,A,2004
1047,Vitoria,Gremio,2,0,H,2004
1048,Goias,Vasco,3,2,H,2004
1049,Ponte Preta,Athletico-PR,2,3,A,2004
1050,Flamengo,Botafogo-RJ,0,0,D,2004
1051,Cruzeiro,Corinthians,0,1,A,2004
1052,Coritiba,Santos,0,1,A,2004
1053,Criciuma,Paysandu,1,0,H,2004
1054,Internacional,Sao Caetano,1,0,H,2004
1055,Sao Paulo,Juventude,4,0,H,2004
1056,Figueirense,Atletico-MG,2,1,H,2004
1057,Botafogo-RJ,Guarani,1,0,H,2004
1058,Parana,Goias,2,1,H,2004
1059,Cruzeiro,Fluminense,2,3,A,2004
1060,Sao Paulo,Internacional,2,1,H,2004
1061,Paysandu,Santos,1,1,D,2004
1062,Palmeiras,Flamengo,1,2,A,2004
1063,Ponte Preta,Criciuma,1,0,H,2004
1064,Sao Caetano,Corinthians,2,1,H,2004
1065,Coritiba,Vitoria,5,1,H,2004
1066,Gremio,Athletico-PR,3,3,D,2004
1067,Vasco,Juventude,1,1,D,2004
1068,Fluminense,Ponte Preta,1,0,H,2004
1069,Guarani,Figueirense,2,1,H,2004
1070,Criciuma,Parana,1,2,A,2004
1071,Atletico-MG,Paysandu,0,0,D,2004
1072,Goias,Palmeiras,0,0,D,2004
1073,Corinthians,Vasco,3,1,H,2004
1074,Vitoria,Sao Paulo,1,4,A,2004
1075,Santos,Gremio,5,1,H,2004
1076,Juventude,Botafogo-RJ,1,0,H,2004
1077,Athletico-PR,Sao Caetano,5,2,H,2004
1078,Internacional,Cruzeiro,2,0,H,2004
1079,Flamengo,Coritiba,0,0,D,2004
1080,Gremio,Atletico-MG,0,1,A,2004
1081,Paysandu,Guarani,4,2,H,2004
1082,Palmeiras,Criciuma,3,2,H,2004
1083,Parana,Fluminense,0,1,A,2004
1084,Sao Paulo,Flamengo,1,1,D,2004
1085,Sao Caetano,Santos,0,3,A,2004
1086,Botafogo-RJ,Corinthians,1,2,A,2004
1087,Vasco,Athletico-PR,1,0,H,2004
1088,Coritiba,Goias,1,0,H,2004
1089,Figueirense,Juventude,1,0,H,2004
1090,Cruzeiro,Vitoria,4,0,H,2004
1091,Ponte Preta,Internacional,1,2,A,2004
1092,Fluminense,Palmeiras,1,1,D,2004
1093,Vitoria,Ponte Preta,1,2,A,2004
1094,Criciuma,Coritiba,3,3,D,2004
1095,Guarani,Gremio,2,0,H,2004
1096,Goias,Sao Paulo,2,0,H,2004
1097,Atletico-MG,Sao Caetano,3,0,H,2004
1098,Flamengo,Cruzeiro,6,2,H,2004
1099,Corinthians,Figueirense,5,2,H,2004
1100,Internacional,Parana,2,1,H,2004
1101,Juventude,Paysandu,1,2,A,2004
1102,Athletico-PR,Botafogo-RJ,1,1,D,2004
1103,Santos,Vasco,2,1,H,2004
1104,Parana,Goias,0,2,A,2005
1105,Atletico-MG,Figueirense,4,1,H,2005
1106,Sao Caetano,Palmeiras,2,2,D,2005
1107,Flamengo,Cruzeiro,1,1,D,2005
1108,Internacional,Botafogo-RJ,0,2,A,2005
1109,Fortaleza,Coritiba,0,1,A,2005
1110,Fluminense,Sao Paulo,2,1,H,2005
1111,Corinthians,Juventude,2,2,D,2005
1112,Athletico-PR,Ponte Preta,0,1,A,2005
1113,Brasiliense,Vasco,2,2,D,2005
1114,Santos,Paysandu,4,1,H,2005
1115,Goias,Sao Caetano,0,0,D,2005
1116,Vasco,Fortaleza,0,0,D,2005
1117,Palmeiras,Brasiliense,2,1,H,2005
1118,Ponte Preta,Atletico-MG,3,3,D,2005
1119,Sao Paulo,Parana,1,1,D,2005
1120,Cruzeiro,Internacional,3,2,H,2005
1121,Juventude,Athletico-PR,1,0,H,2005
1122,Figueirense,Flamengo,0,1,A,2005
1123,Botafogo-RJ,Corinthians,3,1,H,2005
1124,Coritiba,Santos,2,3,A,2005
1125,Paysandu,Fluminense,1,2,A,2005
1126,Parana,Juventude,2,2,D,2005
1127,Goias,Figueirense,0,0,D,2005
1128,Ponte Preta,Paysandu,2,0,H,2005
1129,Santos,Athletico-PR,2,1,H,2005
1130,Internacional,Flamengo,1,0,H,2005
1131,Coritiba,Palmeiras,1,0,H,2005
1132,Corinthians,Sao Paulo,1,5,A,2005
1133,Fluminense,Cruzeiro,2,1,H,2005
1134,Sao Caetano,Fortaleza,2,1,H,2005
1135,Atletico-MG,Brasiliense,0,1,A,2005
1136,Fortaleza,Ponte Preta,2,1,H,2005
1137,Botafogo-RJ,Atletico-MG,2,1,H,2005
1138,Sao Paulo,Coritiba,1,0,H,2005
1139,Figueirense,Internacional,1,2,A,2005
1140,Cruzeiro,Goias,3,1,H,2005
1141,Juventude,Vasco,4,1,H,2005
1142,Athletico-PR,Corinthians,1,2,A,2005
1143,Paysandu,Sao Caetano,3,2,H,2005
1144,Palmeiras,Parana,1,2,A,2005
1145,Flamengo,Santos,2,1,H,2005
1146,Brasiliense,Fluminense,0,3,A,2005
1147,Parana,Ponte Preta,1,1,D,2005
1148,Juventude,Paysandu,2,0,H,2005
1149,Fortaleza,Brasiliense,2,0,H,2005
1150,Fluminense,Coritiba,2,4,A,2005
1151,Goias,Botafogo-RJ,4,0,H,2005
1152,Santos,Atletico-MG,3,0,H,2005
1153,Sao Caetano,Flamengo,1,0,H,2005
1154,Vasco,Sao Paulo,3,1,H,2005
1155,Athletico-PR,Internacional,1,3,A,2005
1156,Corinthians,Figueirense,2,1,H,2005
1157,Cruzeiro,Palmeiras,2,0,H,2005
1158,Paysandu,Goias,1,0,H,2005
1159,Sao Paulo,Cruzeiro,1,1,D,2005
1160,Figueirense,Sao Caetano,2,0,H,2005
1161,Palmeiras,Santos,2,1,H,2005
1162,Flamengo,Fluminense,0,0,D,2005
1163,Ponte Preta,Vasco,4,2,H,2005
1164,Atletico-MG,Corinthians,0,1,A,2005
1165,Brasiliense,Parana,1,0,H,2005
1166,Botafogo-RJ,Athletico-PR,2,0,H,2005
1167,Coritiba,Juventude,1,2,A,2005
1168,Internacional,Fortaleza,1,0,H,2005
1169,Parana,Fortaleza,3,0,H,2005
1170,Cruzeiro,Ponte Preta,1,2,A,2005
1171,Sao Caetano,Brasiliense,2,0,H,2005
1172,Athletico-PR,Figueirense,0,0,D,2005
1173,Goias,Palmeiras,2,1,H,2005
1174,Botafogo-RJ,Juventude,3,2,H,2005
1175,Santos,Fluminense,1,1,D,2005
1176,Internacional,Atletico-MG,1,1,D,2005
1177,Corinthians,Flamengo,4,2,H,2005
1178,Vasco,Coritiba,2,2,D,2005
1179,Paysandu,Sao Paulo,2,2,D,2005
1180,Palmeiras,Vasco,5,2,H,2005
1181,Brasiliense,Corinthians,2,4,A,2005
1182,Figueirense,Paysandu,3,3,D,2005
1183,Flamengo,Athletico-PR,1,1,D,2005
1184,Atletico-MG,Sao Caetano,2,3,A,2005
1185,Ponte Preta,Goias,2,0,H,2005
1186,Sao Paulo,Botafogo-RJ,1,0,H,2005
1187,Coritiba,Parana,2,1,H,2005
