id,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
6438,America-MG,Cruzeiro,1,2,A,2018
6439,Parana,Vitoria,1,1,D,2018
6440,Sao Paulo,Flamengo,2,2,D,2018
6441,Botafogo-RJ,Corinthians,1,0,H,2018
6442,Internacional,Athletico-PR,2,1,H,2018
6443,Bahia,Chapecoense,1,0,H,2018
6444,Sport,Ceara,1,0,H,2018
6445,America-MG,Parana,0,1,A,2018
6446,Corinthians,Sao Paulo,1,1,D,2018
6447,Botafogo-RJ,Flamengo,2,1,H,2018
6448,Athletico-PR,Cruzeiro,2,0,H,2018
6449,Vitoria,Bahia,2,2,D,2018
6450,Ceara,Internacional,1,1,D,2018
6451,Atletico-MG,Palmeiras,1,1,D,2018
6452,Gremio,Vasco,2,1,H,2018
6453,Fluminense,Sport,0,0,D,2018
6454,Santos,Chapecoense,0,1,A,2018
6455,Vasco,Athletico-PR,1,1,D,2018
6456,Bahia,Ceara,2,1,H,2018
6457,Parana,Atletico-MG,0,1,A,2018
6458,Sport,Vitoria,0,0,D,2018
6459,Palmeiras,Fluminense,3,0,H,2018
6460,Cruzeiro,Corinthians,1,0,H,2018
6461,Chapecoense,Botafogo-RJ,0,1,A,2018
6462,Flamengo,Santos,1,0,H,2018
6463,Sao Paulo,Gremio,1,1,D,2018
6464,Internacional,America-MG,2,0,H,2018
6465,Corinthians,Vasco,1,0,H,2018
6466,Vitoria,Athletico-PR,1,2,A,2018
6467,Atletico-MG,Bahia,1,0,H,2018
6468,Parana,Palmeiras,1,1,D,2018
6469,America-MG,Santos,2,1,H,2018
6470,Sport,Flamengo,0,1,A,2018
6471,Botafogo-RJ,Internacional,1,0,H,2018
6472,Sao Paulo,Cruzeiro,1,0,H,2018
6473,Gremio,Chapecoense,2,0,H,2018
6474,Fluminense,Ceara,0,0,D,2018
6475,Internacional,Atletico-MG,1,2,A,2018
6476,Santos,Botafogo-RJ,1,1,D,2018
6477,Athletico-PR,Corinthians,1,0,H,2018
6478,Palmeiras,America-MG,4,0,H,2018
6479,Flamengo,Gremio,2,0,H,2018
6480,Cruzeiro,Vitoria,3,0,H,2018
6481,Vasco,Sao Paulo,2,0,H,2018
6482,Ceara,Parana,1,0,H,2018
6483,Bahia,Fluminense,2,0,H,2018
6484,Chapecoense,Sport,2,1,H,2018
6485,Santos,Atletico-MG,3,2,H,2018
6486,Athletico-PR,Ceara,2,2,D,2018
6487,Cruzeiro,Flamengo,0,2,A,2018
6488,Vitoria,Gremio,0,0,D,2018
6489,Vasco,Palmeiras,0,1,A,2018
6490,Internacional,Fluminense,2,0,H,2018
6491,America-MG,Bahia,1,0,H,2018
6492,Corinthians,Chapecoense,0,0,D,2018
6493,Botafogo-RJ,Parana,2,1,H,2018
6494,Sao Paulo,Sport,0,0,D,2018
6495,Flamengo,Athletico-PR,1,2,A,2018
6496,Atletico-MG,Botafogo-RJ,1,0,H,2018
6497,Ceara,Vasco,0,0,D,2018
6498,Gremio,Corinthians,1,0,H,2018
6499,Bahia,Cruzeiro,0,0,D,2018
6500,Sport,Santos,2,1,H,2018
6501,Parana,Internacional,1,1,D,2018
6502,Fluminense,America-MG,1,0,H,2018
6503,Chapecoense,Sao Paulo,1,0,H,2018
6504,Palmeiras,Vitoria,3,2,H,2018
6505,Sao Paulo,Botafogo-RJ,2,0,H,2019
6506,Atletico-MG,Avai,2,1,H,2019
6507,Chapecoense,Internacional,2,0,H,2019
6508,Flamengo,Cruzeiro,3,1,H,2019
6509,Gremio,Santos,1,2,A,2019
6510,Bahia,Corinthians,3,2,H,2019
6511,Athletico-PR,Vasco,4,1,H,2019
6512,Ceara,CSA,4,0,H,2019
6513,Palmeiras,Fortaleza,4,0,H,2019
6514,Fluminense,Goias,0,1,A,2019
6515,Internacional,Flamengo,2,1,H,2019
6516,CSA,Palmeiras,1,1,D,2019
6517,Corinthians,Chapecoense,1,0,H,2019
6518,Cruzeiro,Ceara,1,0,H,2019
6519,Avai,Gremio,1,1,D,2019
6520,Goias,Sao Paulo,1,2,A,2019
6521,Vasco,Atletico-MG,1,2,A,2019
6522,Fortaleza,Athletico-PR,2,1,H,2019
6523,Santos,Fluminense,2,1,H,2019
6524,Botafogo-RJ,Bahia,3,2,H,2019
6525,Vasco,Corinthians,1,1,D,2019
6526,Palmeiras,Internacional,1,0,H,2019
6527,Ceara,Atletico-MG,1,2,A,2019
6528,Chapecoense,Athletico-PR,1,1,D,2019
6529,Sao Paulo,Flamengo,1,1,D,2019
6530,Botafogo-RJ,Fortaleza,1,0,H,2019
6531,CSA,Santos,0,0,D,2019
6532,Cruzeiro,Goias,2,1,H,2019
6533,Gremio,Fluminense,4,5,A,2019
6534,Bahia,Avai,1,0,H,2019
6535,Fluminense,Botafogo-RJ,0,1,A,2019
6536,Corinthians,Gremio,0,0,D,2019
6537,Goias,Ceara,2,1,H,2019
6538,Flamengo,Chapecoense,2,1,H,2019
6539,Santos,Vasco,3,0,H,2019
6540,Atletico-MG,Palmeiras,0,2,A,2019
6541,Internacional,Cruzeiro,3,1,H,2019
6542,Avai,CSA,0,0,D,2019
6543,Athletico-PR,Bahia,1,0,H,2019
6544,Fortaleza,Sao Paulo,0,1,A,2019
6545,Fluminense,Cruzeiro,4,1,H,2019
6546,Palmeiras,Santos,4,0,H,2019
6547,Atletico-MG,Flamengo,2,1,H,2019
6548,Sao Paulo,Bahia,0,0,D,2019
6549,Internacional,CSA,2,0,H,2019
6550,Athletico-PR,Corinthians,0,2,A,2019
6551,Goias,Botafogo-RJ,1,0,H,2019
6552,Chapecoense,Fortaleza,1,3,A,2019
6553,Vasco,Avai,1,1,D,2019
6554,Ceara,Gremio,2,1,H,2019
6555,Botafogo-RJ,Palmeiras,0,1,A,2019
6556,Gremio,Atletico-MG,1,0,H,2019
6557,Flamengo,Athletico-PR,3,2,H,2019
6558,Santos,Internacional,0,0,D,2019
6559,Fortaleza,Vasco,1,1,D,2019
6560,Cruzeiro,Chapecoense,1,2,A,2019
6561,Bahia,Fluminense,3,2,H,2019
6562,Corinthians,Sao Paulo,1,0,H,2019
6563,CSA,Goias,1,0,H,2019
6564,Avai,Ceara,1,2,A,2019
6565,Flamengo,Fortaleza,2,0,H,2019
6566,Bahia,Gremio,1,0,H,2019
6567,Botafogo-RJ,Vasco,1,0,H,2019
6568,Ceara,Santos,0,1,A,2019
6569,Athletico-PR,Fluminense,3,0,H,2019
6570,Sao Paulo,Cruzeiro,1,1,D,2019
6571,Atletico-MG,CSA,4,0,H,2019
6572,Chapecoense,Palmeiras,1,2,A,2019
6573,Internacional,Avai,2,0,H,2019
6574,Vasco,Internacional,2,1,H,2019
6575,Palmeiras,Athletico-PR,1,0,H,2019
6576,Gremio,Fortaleza,1,0,H,2019
6577,Cruzeiro,Corinthians,0,0,D,2019
6578,Ceara,Bahia,0,0,D,2019
6579,Avai,Sao Paulo,0,0,D,2019
6580,CSA,Botafogo-RJ,1,2,A,2019
6581,Fluminense,Flamengo,0,0,D,2019
6582,Santos,Atletico-MG,3,1,H,2019
6583,Goias,Chapecoense,3,1,H,2019
6584,Botafogo-RJ,Gremio,0,1,A,2019
6585,Fortaleza,Cruzeiro,2,1,H,2019
6586,Internacional,Bahia,3,1,H,2019
6587,CSA,Flamengo,0,2,A,2019
6588,Santos,Corinthians,1,0,H,2019
6589,Vasco,Ceara,1,0,H,2019
6590,Chapecoense,Fluminense,1,1,D,2019
6591,Palmeiras,Avai,2,0,H,2019
6592,Atletico-MG,Sao Paulo,1,1,D,2019
6593,Goias,Athletico-PR,2,1,H,2019
6594,Gremio,Vasco,2,1,H,2019
6595,Fortaleza,Avai,2,0,H,2019
6596,Bahia,Santos,0,1,A,2019
6597,Sao Paulo,Palmeiras,1,1,D,2019
6598,Flamengo,Goias,6,1,H,2019
6599,Corinthians,CSA,1,0,H,2019
6600,Athletico-PR,Internacional,1,0,H,2019
6601,Cruzeiro,Botafogo-RJ,0,0,D,2019
6602,Chapecoense,Atletico-MG,1,2,A,2019
6603,Fluminense,Ceara,1,1,D,2019
6604,Vasco,Fluminense,2,1,H,2019
6605,Bahia,Cruzeiro,0,0,D,2019
6606,Ceara,Palmeiras,2,0,H,2019
6607,CSA,Athletico-PR,0,4,A,2019
6608,Internacional,Gremio,1,1,D,2019
6609,Botafogo-RJ,Santos,0,1,A,2019
6610,Atletico-MG,Fortaleza,2,2,D,2019
6611,Corinthians,Flamengo,1,1,D,2019
6612,Avai,Goias,0,0,D,2019
6613,Sao Paulo,Chapecoense,4,0,H,2019
6614,Palmeiras,Vasco,1,1,D,2019
6615,Cruzeiro,Athletico-PR,0,2,A,2019
6616,Fluminense,Sao Paulo,1,2,A,2019
6617,Internacional,Ceara,1,0,H,2019
6618,Chapecoense,Bahia,0,0,D,2019
6619,Flamengo,Botafogo-RJ,3,2,H,2019
6620,Santos,Avai,3,1,H,2019
6621,Goias,Atletico-MG,0,0,D,2019
6622,Fortaleza,Corinthians,1,3,A,2019
6623,CSA,Gremio,0,0,D,2019
6624,Ceara,Fortaleza,2,1,H,2019
6625,Fluminense,Internacional,2,1,H,2019
6626,Santos,Goias,6,1,H,2019
6627,Avai,Botafogo-RJ,0,2,A,2019
6628,Bahia,Flamengo,3,0,H,2019
6629,Corinthians,Palmeiras,1,1,D,2019
6630,Vasco,CSA,0,0,D,2019
6631,Atletico-MG,Cruzeiro,2,0,H,2019
6632,Gremio,Chapecoense,3,3,D,2019
6633,Corinthians,Goias,2,0,H,2019
6634,Ceara,Chapecoense,4,1,H,2019
6635,Sao Paulo,Santos,3,2,H,2019
6636,Flamengo,Gremio,3,1,H,2019
6637,Atletico-MG,Fluminense,2,1,H,2019
6638,Internacional,Corinthians,0,0,D,2019
6639,Palmeiras,Bahia,2,2,D,2019
6640,Avai,Cruzeiro,2,2,D,2019
6641,Botafogo-RJ,Athletico-PR,2,1,H,2019
6642,Goias,Vasco,0,1,A,2019
6643,CSA,Fortaleza,0,2,A,2019
6644,Corinthians,Botafogo-RJ,2,0,H,2019
6645,Fortaleza,Internacional,0,1,A,2019
6646,Vasco,Flamengo,1,4,A,2019
6647,Athletico-PR,Atletico-MG,1,0,H,2019
6648,Gremio,Palmeiras,1,1,D,2019
6649,Fluminense,CSA,0,1,A,2019
6650,Sao Paulo,Ceara,1,0,H,2019
6651,Bahia,Goias,1,1,D,2019
6652,Cruzeiro,Santos,2,0,H,2019
6653,Chapecoense,Avai,1,0,H,2019
6654,Athletico-PR,Sao Paulo,0,1,A,2019
6655,Atletico-MG,Bahia,0,1,A,2019
6656,Gremio,Athletico-PR,2,1,H,2019
6657,Goias,Internacional,2,1,H,2019
6658,Vasco,Sao Paulo,2,0,H,2019
6659,Santos,Fortaleza,3,3,D,2019
6660,Ceara,Flamengo,0,3,A,2019
6661,Avai,Corinthians,1,1,D,2019
6662,CSA,Cruzeiro,1,1,D,2019
6663,Botafogo-RJ,Chapecoense,0,0,D,2019
6664,Sao Paulo,Gremio,0,0,D,2019
6665,Bahia,CSA,1,0,H,2019
6666,Chapecoense,Santos,0,1,A,2019
6667,Athletico-PR,Ceara,1,0,H,2019
6668,Internacional,Botafogo-RJ,3,2,H,2019
6669,Flamengo,Palmeiras,3,0,H,2019
6670,Fortaleza,Goias,2,0,H,2019
6671,Cruzeiro,Vasco,1,0,H,2019
6672,Corinthians,Atletico-MG,1,0,H,2019
6673,Fluminense,Avai,0,1,A,2019
6674,Vasco,Bahia,0,2,A,2019
6675,Corinthians,Ceara,2,2,D,2019
6676,Avai,Flamengo,0,3,A,2019
6677,Fortaleza,Fluminense,0,1,A,2019
6678,Internacional,Sao Paulo,1,0,H,2019
6679,Goias,Palmeiras,1,2,A,2019
6680,Cruzeiro,Gremio,1,4,A,2019
6681,Santos,Athletico-PR,1,1,D,2019
6682,Botafogo-RJ,Atletico-MG,2,1,H,2019
6683,CSA,Chapecoense,2,0,H,2019
6684,Palmeiras,Fluminense,3,0,H,2019
6685,Flamengo,Santos,1,0,H,2019
6686,Chapecoense,Vasco,1,2,A,2019
6687,Palmeiras,Cruzeiro,1,0,H,2019
6688,Ceara,Botafogo-RJ,0,0,D,2019
6689,Athletico-PR,Avai,0,1,A,2019
6690,Atletico-MG,Internacional,1,3,A,2019
6691,Bahia,Fortaleza,1,1,D,2019
6692,Gremio,Goias,3,0,H,2019
6693,Fluminense,Corinthians,1,0,H,2019
6694,Sao Paulo,CSA,1,1,D,2019
6695,Botafogo-RJ,Sao Paulo,1,2,A,2019
6696,Cruzeiro,Flamengo,1,2,A,2019
6697,Corinthians,Bahia,2,1,H,2019
6698,Santos,Gremio,0,3,A,2019
6699,Internacional,Chapecoense,1,0,H,2019
6700,Fortaleza,Palmeiras,0,1,A,2019
6701,CSA,Ceara,1,0,H,2019
6702,Vasco,Athletico-PR,1,1,D,2019
6703,Goias,Fluminense,3,0,H,2019
6704,Avai,Atletico-MG,1,0,H,2019
6705,Ceara,Cruzeiro,0,0,D,2019
6706,Bahia,Botafogo-RJ,2,0,H,2019
6707,Flamengo,Internacional,3,1,H,2019
6708,Sao Paulo,Goias,0,1,A,2019
6709,Palmeiras,CSA,6,2,H,2019
6710,Fluminense,Santos,1,1,D,2019
6711,Gremio,Avai,6,1,H,2019
6712,Athletico-PR,Fortaleza,4,1,H,2019
6713,Flamengo,Sao Paulo,0,0,D,2019
6714,Corinthians,Vasco,1,0,H,2019
6715,Santos,CSA,2,0,H,2019
6716,Internacional,Palmeiras,1,1,D,2019
6717,Fluminense,Gremio,2,1,H,2019
6718,Athletico-PR,Chapecoense,1,1,D,2019
6719,Atletico-MG,Ceara,2,1,H,2019
6720,Avai,Bahia,0,2,A,2019
6721,Fortaleza,Botafogo-RJ,1,0,H,2019
6722,Goias,Cruzeiro,1,0,H,2019
6723,Atletico-MG,Vasco,1,2,A,2019
6724,Chapecoense,Corinthians,0,1,A,2019
6725,Vasco,Santos,0,1,A,2019
6726,Sao Paulo,Fortaleza,2,1,H,2019
6727,Gremio,Corinthians,0,0,D,2019
6728,Bahia,Athletico-PR,1,2,A,2019
6729,Cruzeiro,Internacional,1,1,D,2019
6730,Chapecoense,Flamengo,0,1,A,2019
6731,Ceara,Goias,0,1,A,2019
6732,Palmeiras,Atletico-MG,1,1,D,2019
6733,Botafogo-RJ,Fluminense,0,1,A,2019
6734,CSA,Avai,3,1,H,2019
6735,CSA,Internacional,1,0,H,2019
6736,Botafogo-RJ,Goias,3,1,H,2019
6737,Fortaleza,Chapecoense,2,0,H,2019
6738,Bahia,Sao Paulo,0,0,D,2019
6739,Gremio,Ceara,2,1,H,2019
6740,Cruzeiro,Fluminense,0,0,D,2019
6741,Santos,Palmeiras,2,0,H,2019
6742,Corinthians,Athletico-PR,2,2,D,2019
6743,Avai,Vasco,0,0,D,2019
6744,Flamengo,Atletico-MG,3,1,H,2019
6745,Goias,CSA,1,0,H,2019
6746,Fluminense,Bahia,2,0,H,2019
6747,Palmeiras,Botafogo-RJ,1,0,H,2019
6748,Internacional,Santos,0,0,D,2019
6749,Athletico-PR,Flamengo,0,2,A,2019
6750,Ceara,Avai,1,0,H,2019
6751,Vasco,Fortaleza,1,0,H,2019
6752,Sao Paulo,Corinthians,1,0,H,2019
6753,Atletico-MG,Gremio,1,4,A,2019
6754,Chapecoense,Cruzeiro,1,1,D,2019
6755,CSA,Atletico-MG,2,2,D,2019
6756,Gremio,Bahia,0,1,A,2019
6757,Fortaleza,Flamengo,1,2,A,2019
6758,Cruzeiro,Sao Paulo,1,0,H,2019
6759,Palmeiras,Chapecoense,1,0,H,2019
6760,Goias,Corinthians,2,2,D,2019
6761,Vasco,Botafogo-RJ,2,1,H,2019
6762,Avai,Internacional,0,2,A,2019
6763,Santos,Ceara,2,1,H,2019
6764,Fluminense,Athletico-PR,1,2,A,2019
6765,Fortaleza,Gremio,2,1,H,2019
6766,Corinthians,Cruzeiro,1,2,A,2019
6767,Internacional,Vasco,0,1,A,2019
6768,Sao Paulo,Avai,1,0,H,2019
6769,Atletico-MG,Santos,2,0,H,2019
6770,Flamengo,Fluminense,2,0,H,2019
6771,Chapecoense,Goias,2,2,D,2019
6772,Athletico-PR,Palmeiras,1,1,D,2019
6773,Bahia,Ceara,1,2,A,2019
6774,Botafogo-RJ,CSA,2,1,H,2019
6775,Corinthians,Santos,0,0,D,2019
6776,Ceara,Vasco,1,1,D,2019
6777,Bahia,Internacional,2,3,A,2019
6778,Fluminense,Chapecoense,1,1,D,2019
6779,Cruzeiro,Fortaleza,1,1,D,2019
6780,Athletico-PR,Goias,4,1,H,2019
6781,Gremio,Botafogo-RJ,3,0,H,2019
6782,Sao Paulo,Atletico-MG,2,0,H,2019
6783,Avai,Palmeiras,1,2,A,2019
6784,Flamengo,CSA,1,0,H,2019
6785,Palmeiras,Sao Paulo,3,0,H,2019
6786,Avai,Fortaleza,1,3,A,2019
6787,Atletico-MG,Chapecoense,0,2,A,2019
6788,Ceara,Fluminense,2,0,H,2019
6789,Vasco,Gremio,1,3,A,2019
6790,CSA,Corinthians,2,1,H,2019
6791,Santos,Bahia,1,0,H,2019
6792,Goias,Flamengo,2,2,D,2019
6793,Internacional,Athletico-PR,1,1,D,2019
6794,Botafogo-RJ,Cruzeiro,0,2,A,2019
6795,Fortaleza,Atletico-MG,2,2,D,2019
6796,Fluminense,Vasco,0,0,D,2019
6797,Palmeiras,Ceara,1,0,H,2019
6798,Chapecoense,Sao Paulo,0,3,A,2019
6799,Flamengo,Corinthians,4,1,H,2019
6800,Athletico-PR,CSA,1,0,H,2019
6801,Gremio,Internacional,2,0,H,2019
6802,Santos,Botafogo-RJ,4,1,H,2019
6803,Cruzeiro,Bahia,1,1,D,2019
6804,Goias,Avai,2,0,H,2019
6805,Corinthians,Fortaleza,3,2,H,2019
6806,Atletico-MG,Goias,2,0,H,2019
6807,Avai,Santos,1,2,A,2019
6808,Athletico-PR,Cruzeiro,0,0,D,2019
6809,Vasco,Palmeiras,1,2,A,2019
6810,Bahia,Chapecoense,1,1,D,2019
6811,Ceara,Internacional,2,0,H,2019
6812,Sao Paulo,Fluminense,0,2,A,2019
6813,Botafogo-RJ,Flamengo,0,1,A,2019
6814,Gremio,CSA,2,1,H,2019
6815,Goias,Santos,0,3,A,2019
6816,Palmeiras,Corinthians,1,1,D,2019
6817,Internacional,Fluminense,2,1,H,2019
6818,Cruzeiro,Atletico-MG,0,0,D,2019
6819,Sao Paulo,Athletico-PR,0,1,A,2019
6820,Flamengo,Bahia,3,1,H,2019
6821,Chapecoense,Gremio,0,1,A,2019
6822,Fortaleza,Ceara,1,0,H,2019
6823,CSA,Vasco,0,3,A,2019
6824,Botafogo-RJ,Avai,2,0,H,2019
6825,Flamengo,Vasco,4,4,D,2019
6826,Santos,Sao Paulo,1,1,D,2019
6827,Fluminense,Atletico-MG,1,1,D,2019
6828,Gremio,Flamengo,0,1,A,2019
6829,Bahia,Palmeiras,1,1,D,2019
6830,Chapecoense,Ceara,1,0,H,2019
6831,Athletico-PR,Botafogo-RJ,1,0,H,2019
6832,Corinthians,Internacional,0,0,D,2019
6833,Fortaleza,CSA,3,0,H,2019
6834,Vasco,Goias,1,1,D,2019
6835,Cruzeiro,Avai,0,0,D,2019
6836,Santos,Cruzeiro,4,1,H,2019
6837,Palmeiras,Gremio,1,2,A,2019
6838,Atletico-MG,Athletico-PR,0,1,A,2019
6839,Goias,Bahia,4,3,H,2019
6840,Botafogo-RJ,Corinthians,1,0,H,2019
6841,Ceara,Sao Paulo,1,1,D,2019
6842,Internacional,Fortaleza,2,2,D,2019
6843,Avai,Chapecoense,0,1,A,2019
6844,CSA,Fluminense,0,1,A,2019
6845,Internacional,Goias,1,2,A,2019
6846,Chapecoense,Botafogo-RJ,0,1,A,2019
6847,Bahia,Atletico-MG,1,1,D,2019
6848,Athletico-PR,Gremio,2,0,H,2019
6849,Flamengo,Ceara,4,1,H,2019
6850,Corinthians,Avai,3,0,H,2019
6851,Fluminense,Palmeiras,1,0,H,2019
6852,Fortaleza,Santos,2,1,H,2019
6853,Sao Paulo,Vasco,1,0,H,2019
6854,Cruzeiro,CSA,0,1,A,2019
6855,Botafogo-RJ,Internacional,0,1,A,2019
6856,Ceara,Athletico-PR,1,1,D,2019
6857,Avai,Fluminense,1,1,D,2019
6858,Palmeiras,Flamengo,1,3,A,2019
6859,Goias,Fortaleza,1,2,A,2019
6860,CSA,Bahia,1,2,A,2019
6861,Atletico-MG,Corinthians,2,1,H,2019
6862,Santos,Chapecoense,2,0,H,2019
6863,Gremio,Sao Paulo,3,0,H,2019
6864,Vasco,Cruzeiro,1,0,H,2019
6865,Athletico-PR,Santos,1,0,H,2019
6866,Ceara,Corinthians,0,1,A,2019
6867,Atletico-MG,Botafogo-RJ,2,0,H,2019
6868,Chapecoense,CSA,3,0,H,2019
6869,Fluminense,Fortaleza,0,0,D,2019
6870,Sao Paulo,Internacional,2,1,H,2019
6871,Gremio,Cruzeiro,2,0,H,2019
6872,Palmeiras,Goias,5,1,H,2019
6873,Bahia,Vasco,1,1,D,2019
6874,Flamengo,Avai,6,1,H,2019
6875,Corinthians,Fluminense,1,2,A,2019
6876,Santos,Flamengo,4,0,H,2019
6877,Botafogo-RJ,Ceara,1,1,D,2019
6878,CSA,Sao Paulo,1,2,A,2019
6879,Internacional,Atletico-MG,2,1,H,2019
6880,Cruzeiro,Palmeiras,0,2,A,2019
6881,Goias,Gremio,3,2,H,2019
6882,Vasco,Chapecoense,1,1,D,2019
6883,Avai,Athletico-PR,0,0,D,2019
6884,Fortaleza,Bahia,2,1,H,2019
6885,Fortaleza,Athletico-PR,0,2,A,2020
6886,Coritiba,Internacional,0,1,A,2020
6887,Sport,Ceara,3,2,H,2020
6888,Santos,Bragantino,1,1,D,2020
6889,Flamengo,Atletico-MG,0,1,A,2020
6890,Gremio,Fluminense,1,0,H,2020
6891,Athletico-PR,Goias,2,1,H,2020
6892,Atletico-MG,Corinthians,3,2,H,2020
6893,Bragantino,Botafogo-RJ,1,1,D,2020
6894,Bahia,Coritiba,1,0,H,2020
6895,Atletico-GO,Flamengo,3,0,H,2020
6896,Ceara,Gremio,1,1,D,2020
6897,Fluminense,Palmeiras,1,1,D,2020
6898,Sao Paulo,Fortaleza,1,0,H,2020
6899,Internacional,Santos,2,0,H,2020
6900,Vasco,Sport,2,0,H,2020
6901,Gremio,Corinthians,0,0,D,2020
6902,Coritiba,Flamengo,0,1,A,2020
6903,Palmeiras,Goias,1,1,D,2020
6904,Atletico-MG,Ceara,2,0,H,2020
6905,Bahia,Bragantino,2,1,H,2020
6906,Vasco,Sao Paulo,2,1,H,2020
6907,Fluminense,Internacional,2,1,H,2020
6908,Atletico-GO,Sport,1,1,D,2020
6909,Fortaleza,Botafogo-RJ,0,0,D,2020
6910,Santos,Athletico-PR,3,1,H,2020
6911,Flamengo,Gremio,1,1,D,2020
6912,Bragantino,Fluminense,2,1,H,2020
6913,Athletico-PR,Palmeiras,0,1,A,2020
6914,Goias,Fortaleza,1,3,A,2020
6915,Internacional,Atletico-GO,3,0,H,2020
6916,Corinthians,Coritiba,3,1,H,2020
6917,Botafogo-RJ,Atletico-MG,2,1,H,2020
6918,Sport,Santos,0,1,A,2020
6919,Ceara,Vasco,0,3,A,2020
6920,Sao Paulo,Bahia,1,1,D,2020
6921,Athletico-PR,Fluminense,0,1,A,2020
6922,Internacional,Atletico-MG,1,0,H,2020
6923,Goias,Atletico-GO,2,0,H,2020
6924,Flamengo,Botafogo-RJ,1,1,D,2020
6925,Vasco,Gremio,0,0,D,2020
6926,Palmeiras,Santos,2,1,H,2020
6927,Bragantino,Coritiba,1,2,A,2020
6928,Sport,Sao Paulo,0,1,A,2020
6929,Ceara,Bahia,2,0,H,2020
6930,Corinthians,Fortaleza,1,1,D,2020
6931,Sao Paulo,Athletico-PR,1,0,H,2020
6932,Botafogo-RJ,Internacional,0,2,A,2020
6933,Fluminense,Vasco,2,1,H,2020
6934,Bahia,Palmeiras,1,1,D,2020
6935,Fortaleza,Bragantino,3,0,H,2020
6936,Sao Paulo,Corinthians,2,1,H,2020
6937,Coritiba,Sport,1,0,H,2020
6938,Santos,Flamengo,0,1,A,2020
6939,Atletico-GO,Ceara,0,2,A,2020
6940,Ceara,Fortaleza,1,0,H,2020
6941,Fluminense,Atletico-GO,1,1,D,2020
6942,Goias,Corinthians,1,2,A,2020
6943,Botafogo-RJ,Coritiba,0,0,D,2020
6944,Athletico-PR,Bragantino,1,1,D,2020
6945,Bahia,Flamengo,3,5,A,2020
6946,Palmeiras,Internacional,1,1,D,2020
6947,Santos,Vasco,2,2,D,2020
6948,Gremio,Sport,1,2,A,2020
6949,Atletico-MG,Sao Paulo,3,0,H,2020
6950,Flamengo,Fortaleza,2,1,H,2020
6951,Corinthians,Botafogo-RJ,2,2,D,2020
6952,Ceara,Santos,0,1,A,2020
6953,Bragantino,Palmeiras,1,2,A,2020
6954,Internacional,Bahia,2,2,D,2020
6955,Sao Paulo,Fluminense,3,1,H,2020
6956,Vasco,Athletico-PR,1,0,H,2020
6957,Atletico-GO,Gremio,1,1,D,2020
6958,Sport,Goias,2,1,H,2020
6959,Coritiba,Atletico-MG,0,1,A,2020
6960,Athletico-PR,Botafogo-RJ,1,1,D,2020
6961,Fortaleza,Sport,1,0,H,2020
6962,Goias,Coritiba,3,3,D,2020
6963,Sao Paulo,Bragantino,1,1,D,2020
6964,Fluminense,Flamengo,1,2,A,2020
6965,Santos,Atletico-MG,3,1,H,2020
6966,Internacional,Ceara,2,0,H,2020
6967,Corinthians,Palmeiras,0,2,A,2020
6968,Bahia,Gremio,0,2,A,2020
6969,Vasco,Atletico-GO,1,2,A,2020
6970,Athletico-PR,Coritiba,1,0,H,2020
6971,Santos,Sao Paulo,2,2,D,2020
6972,Fluminense,Corinthians,2,1,H,2020
6973,Gremio,Fortaleza,1,1,D,2020
6974,Atletico-MG,Bragantino,2,1,H,2020
6975,Bahia,Atletico-GO,0,1,A,2020
6976,Ceara,Flamengo,2,0,H,2020
6977,Goias,Internacional,1,0,H,2020
6978,Palmeiras,Sport,2,2,D,2020
6979,Botafogo-RJ,Vasco,2,3,A,2020
6980,Corinthians,Bahia,3,2,H,2020
6981,Fortaleza,Internacional,1,0,H,2020
6982,Bragantino,Ceara,4,2,H,2020
6983,Atletico-GO,Atletico-MG,3,4,A,2020
6984,Gremio,Palmeiras,1,1,D,2020
6985,Coritiba,Vasco,1,0,H,2020
6986,Botafogo-RJ,Santos,0,0,D,2020
6987,Sport,Fluminense,1,0,H,2020
6988,Sport,Corinthians,1,0,H,2020
6989,Athletico-PR,Bahia,1,0,H,2020
6990,Internacional,Sao Paulo,1,1,D,2020
6991,Atletico-MG,Gremio,3,1,H,2020
6992,Vasco,Bragantino,1,1,D,2020
6993,Palmeiras,Flamengo,1,1,D,2020
6994,Ceara,Goias,2,2,D,2020
6995,Atletico-GO,Botafogo-RJ,1,1,D,2020
6996,Santos,Fortaleza,1,1,D,2020
6997,Fluminense,Coritiba,4,0,H,2020
6998,Corinthians,Atletico-GO,0,0,D,2020
6999,Botafogo-RJ,Bahia,1,2,A,2020
7000,Gremio,Internacional,1,1,D,2020
7001,Palmeiras,Ceara,2,1,H,2020
7002,Bragantino,Corinthians,0,0,D,2020
7003,Botafogo-RJ,Fluminense,1,1,D,2020
7004,Coritiba,Sao Paulo,1,1,D,2020
7005,Flamengo,Athletico-PR,3,1,H,2020
7006,Fortaleza,Atletico-GO,0,0,D,2020
7007,Goias,Santos,2,3,A,2020
7008,Bahia,Sport,1,2,A,2020
7009,Atletico-MG,Vasco,4,1,H,2020
7010,Corinthians,Santos,1,1,D,2020
7011,Flamengo,Sport,3,0,H,2020
7012,Bahia,Vasco,3,0,H,2020
7013,Gremio,Coritiba,2,1,H,2020
